timestamp,value
2025-06-13 00:00:00,49.2
2025-06-13 01:00:00,50.9
2025-06-13 02:00:00,51.8
2025-06-13 03:00:00,47.4
2025-06-13 04:00:00,50.9
2025-06-13 05:00:00,49.1
2025-06-13 06:00:00,48.1
2025-06-13 07:00:00,49.4
2025-06-13 08:00:00,50.8
2025-06-13 09:00:00,50.8
2025-06-13 10:00:00,47.6
2025-06-13 11:00:00,48.6
2025-06-13 12:00:00,51.2
2025-06-13 13:00:00,50.2
2025-06-13 14:00:00,49.6
2025-06-13 15:00:00,53.1
2025-06-13 16:00:00,51.1
2025-06-13 17:00:00,52.4
2025-06-13 18:00:00,48.8
2025-06-13 19:00:00,51.4
2025-06-13 20:00:00,48.7
2025-06-13 21:00:00,47.5
2025-06-13 22:00:00,48.5
2025-06-13 23:00:00,48.7
