timestamp,value
2025-06-20 00:00:00,51.6
2025-06-20 01:00:00,49.5
2025-06-20 02:00:00,49.9
2025-06-20 03:00:00,52.9
2025-06-20 04:00:00,51.2
2025-06-20 05:00:00,51.5
2025-06-20 06:00:00,49.9
2025-06-20 07:00:00,51.4
2025-06-20 08:00:00,50.1
2025-06-20 09:00:00,49.4
2025-06-20 10:00:00,51.1
2025-06-20 11:00:00,51.9
2025-06-20 12:00:00,52.4
2025-06-20 13:00:00,48.5
2025-06-20 14:00:00,50.1
2025-06-20 15:00:00,50.4
2025-06-20 16:00:00,50.6
2025-06-20 17:00:00,48.2
2025-06-20 18:00:00,49.1
2025-06-20 19:00:00,48.1
2025-06-20 20:00:00,48.2
2025-06-20 21:00:00,49.5
2025-06-20 22:00:00,47.9
2025-06-20 23:00:00,48.3
