timestamp,value
2025-06-21 00:00:00,50.6
2025-06-21 01:00:00,51.7
2025-06-21 02:00:00,51.2
2025-06-21 03:00:00,49.7
2025-06-21 04:00:00,52.1
2025-06-21 05:00:00,54.4
2025-06-21 06:00:00,51.8
2025-06-21 07:00:00,50.8
2025-06-21 08:00:00,51.1
2025-06-21 09:00:00,53.9
2025-06-21 10:00:00,48.6
2025-06-21 11:00:00,49.0
2025-06-21 12:00:00,52.1
2025-06-21 13:00:00,50.8
2025-06-21 14:00:00,49.7
2025-06-21 15:00:00,49.1
2025-06-21 16:00:00,51.0
2025-06-21 17:00:00,49.1
2025-06-21 18:00:00,50.2
2025-06-21 19:00:00,49.2
2025-06-21 20:00:00,47.8
2025-06-21 21:00:00,51.1
2025-06-21 22:00:00,51.8
2025-06-21 23:00:00,48.3
