timestamp,value
2025-06-17 00:00:00,50.3
2025-06-17 01:00:00,47.1
2025-06-17 02:00:00,45.7
2025-06-17 03:00:00,51.7
2025-06-17 04:00:00,53.2
2025-06-17 05:00:00,50.8
2025-06-17 06:00:00,47.3
2025-06-17 07:00:00,49.6
2025-06-17 08:00:00,49.5
2025-06-17 09:00:00,49.8
2025-06-17 10:00:00,50.8
2025-06-17 11:00:00,51.1
2025-06-17 12:00:00,48.8
2025-06-17 13:00:00,50.9
2025-06-17 14:00:00,49.3
2025-06-17 15:00:00,51.4
2025-06-17 16:00:00,47.4
2025-06-17 17:00:00,50.2
2025-06-17 18:00:00,48.9
2025-06-17 19:00:00,47.1
2025-06-17 20:00:00,47.2
2025-06-17 21:00:00,51.1
2025-06-17 22:00:00,48.1
2025-06-17 23:00:00,50.9
