timestamp,value
2025-06-02 00:00:00,50.9
2025-06-02 01:00:00,47.5
2025-06-02 02:00:00,45.9
2025-06-02 03:00:00,50.9
2025-06-02 04:00:00,51.6
2025-06-02 05:00:00,49.9
2025-06-02 06:00:00,48.9
2025-06-02 07:00:00,47.3
2025-06-02 08:00:00,49.0
2025-06-02 09:00:00,45.3
2025-06-02 10:00:00,50.0
2025-06-02 11:00:00,50.1
2025-06-02 12:00:00,48.8
2025-06-02 13:00:00,52.1
2025-06-02 14:00:00,50.8
2025-06-02 15:00:00,49.3
2025-06-02 16:00:00,50.9
2025-06-02 17:00:00,48.2
2025-06-02 18:00:00,49.5
2025-06-02 19:00:00,50.5
2025-06-02 20:00:00,47.9
2025-06-02 21:00:00,49.2
2025-06-02 22:00:00,48.2
2025-06-02 23:00:00,49.8
