timestamp,value
2025-06-25 00:00:00,51.1
2025-06-25 01:00:00,49.0
2025-06-25 02:00:00,49.1
2025-06-25 03:00:00,49.5
2025-06-25 04:00:00,51.9
2025-06-25 05:00:00,52.1
2025-06-25 06:00:00,48.8
2025-06-25 07:00:00,47.2
2025-06-25 08:00:00,48.8
2025-06-25 09:00:00,50.9
2025-06-25 10:00:00,50.6
2025-06-25 11:00:00,52.3
2025-06-25 12:00:00,52.0
2025-06-25 13:00:00,49.0
2025-06-25 14:00:00,51.5
2025-06-25 15:00:00,52.4
2025-06-25 16:00:00,51.6
2025-06-25 17:00:00,49.8
2025-06-25 18:00:00,54.0
2025-06-25 19:00:00,52.0
2025-06-25 20:00:00,52.5
2025-06-25 21:00:00,47.5
2025-06-25 22:00:00,50.1
2025-06-25 23:00:00,52.6
