timestamp,value
2025-06-23 00:00:00,50.7
2025-06-23 01:00:00,49.8
2025-06-23 02:00:00,50.0
2025-06-23 03:00:00,51.6
2025-06-23 04:00:00,49.4
2025-06-23 05:00:00,50.3
2025-06-23 06:00:00,51.2
2025-06-23 07:00:00,50.9
2025-06-23 08:00:00,48.9
2025-06-23 09:00:00,48.8
2025-06-23 10:00:00,50.2
2025-06-23 11:00:00,50.5
2025-06-23 12:00:00,52.2
2025-06-23 13:00:00,48.3
2025-06-23 14:00:00,51.8
2025-06-23 15:00:00,49.3
2025-06-23 16:00:00,49.6
2025-06-23 17:00:00,49.0
2025-06-23 18:00:00,48.5
2025-06-23 19:00:00,50.4
2025-06-23 20:00:00,49.2
2025-06-23 21:00:00,51.0
2025-06-23 22:00:00,50.3
2025-06-23 23:00:00,50.5
