timestamp,value
2025-06-08 00:00:00,48.6
2025-06-08 01:00:00,50.6
2025-06-08 02:00:00,49.1
2025-06-08 03:00:00,50.5
2025-06-08 04:00:00,48.1
2025-06-08 05:00:00,49.7
2025-06-08 06:00:00,49.5
2025-06-08 07:00:00,47.9
2025-06-08 08:00:00,47.4
2025-06-08 09:00:00,51.3
2025-06-08 10:00:00,51.8
2025-06-08 11:00:00,53.2
2025-06-08 12:00:00,49.9
2025-06-08 13:00:00,50.7
2025-06-08 14:00:00,51.1
2025-06-08 15:00:00,49.0
2025-06-08 16:00:00,51.8
2025-06-08 17:00:00,49.3
2025-06-08 18:00:00,50.3
2025-06-08 19:00:00,52.1
2025-06-08 20:00:00,50.9
2025-06-08 21:00:00,49.7
2025-06-08 22:00:00,52.6
2025-06-08 23:00:00,50.4
