timestamp,value
2025-06-07 00:00:00,48.2
2025-06-07 01:00:00,49.9
2025-06-07 02:00:00,49.8
2025-06-07 03:00:00,48.3
2025-06-07 04:00:00,48.8
2025-06-07 05:00:00,48.7
2025-06-07 06:00:00,49.3
2025-06-07 07:00:00,52.9
2025-06-07 08:00:00,52.0
2025-06-07 09:00:00,49.5
2025-06-07 10:00:00,50.0
2025-06-07 11:00:00,48.7
2025-06-07 12:00:00,48.7
2025-06-07 13:00:00,49.7
2025-06-07 14:00:00,49.6
2025-06-07 15:00:00,49.6
2025-06-07 16:00:00,49.9
2025-06-07 17:00:00,49.2
2025-06-07 18:00:00,48.5
2025-06-07 19:00:00,50.3
2025-06-07 20:00:00,49.5
2025-06-07 21:00:00,49.4
2025-06-07 22:00:00,48.4
2025-06-07 23:00:00,49.9
