timestamp,value
2025-06-05 00:00:00,48.8
2025-06-05 01:00:00,47.3
2025-06-05 02:00:00,49.5
2025-06-05 03:00:00,49.5
2025-06-05 04:00:00,50.8
2025-06-05 05:00:00,48.2
2025-06-05 06:00:00,50.9
2025-06-05 07:00:00,46.2
2025-06-05 08:00:00,50.7
2025-06-05 09:00:00,49.5
2025-06-05 10:00:00,48.8
2025-06-05 11:00:00,53.2
2025-06-05 12:00:00,48.4
2025-06-05 13:00:00,49.0
2025-06-05 14:00:00,48.8
2025-06-05 15:00:00,49.5
2025-06-05 16:00:00,48.3
2025-06-05 17:00:00,47.4
2025-06-05 18:00:00,51.0
2025-06-05 19:00:00,49.5
2025-06-05 20:00:00,52.2
2025-06-05 21:00:00,46.8
2025-06-05 22:00:00,51.9
2025-06-05 23:00:00,48.6
