timestamp,value
2025-06-22 00:00:00,51.5
2025-06-22 01:00:00,48.2
2025-06-22 02:00:00,49.9
2025-06-22 03:00:00,52.6
2025-06-22 04:00:00,49.8
2025-06-22 05:00:00,49.1
2025-06-22 06:00:00,49.1
2025-06-22 07:00:00,49.7
2025-06-22 08:00:00,49.8
2025-06-22 09:00:00,52.0
2025-06-22 10:00:00,49.0
2025-06-22 11:00:00,50.9
2025-06-22 12:00:00,50.2
2025-06-22 13:00:00,49.0
2025-06-22 14:00:00,49.9
2025-06-22 15:00:00,51.0
2025-06-22 16:00:00,48.5
2025-06-22 17:00:00,50.9
2025-06-22 18:00:00,47.2
2025-06-22 19:00:00,51.8
2025-06-22 20:00:00,50.8
2025-06-22 21:00:00,52.3
2025-06-22 22:00:00,51.6
2025-06-22 23:00:00,51.1
