timestamp,value
2025-06-01 00:00:00,47.2
2025-06-01 01:00:00,52.5
2025-06-01 02:00:00,48.7
2025-06-01 03:00:00,51.2
2025-06-01 04:00:00,51.8
2025-06-01 05:00:00,50.5
2025-06-01 06:00:00,49.9
2025-06-01 07:00:00,46.6
2025-06-01 08:00:00,50.3
2025-06-01 09:00:00,50.0
2025-06-01 10:00:00,50.1
2025-06-01 11:00:00,47.3
2025-06-01 12:00:00,49.9
2025-06-01 13:00:00,50.4
2025-06-01 14:00:00,49.9
2025-06-01 15:00:00,50.9
2025-06-01 16:00:00,49.6
2025-06-01 17:00:00,50.0
2025-06-01 18:00:00,49.2
2025-06-01 19:00:00,48.8
2025-06-01 20:00:00,49.2
2025-06-01 21:00:00,50.8
2025-06-01 22:00:00,49.1
2025-06-01 23:00:00,51.2
