timestamp,value
2025-06-27 00:00:00,49.2
2025-06-27 01:00:00,51.6
2025-06-27 02:00:00,46.8
2025-06-27 03:00:00,49.5
2025-06-27 04:00:00,48.2
2025-06-27 05:00:00,48.8
2025-06-27 06:00:00,48.1
2025-06-27 07:00:00,50.8
2025-06-27 08:00:00,52.3
2025-06-27 09:00:00,48.7
2025-06-27 10:00:00,48.9
2025-06-27 11:00:00,51.5
2025-06-27 12:00:00,51.7
2025-06-27 13:00:00,50.7
2025-06-27 14:00:00,50.9
2025-06-27 15:00:00,47.8
2025-06-27 16:00:00,50.9
2025-06-27 17:00:00,50.6
2025-06-27 18:00:00,50.5
2025-06-27 19:00:00,51.3
2025-06-27 20:00:00,45.5
2025-06-27 21:00:00,52.0
2025-06-27 22:00:00,49.6
2025-06-27 23:00:00,51.2
