timestamp,value
2025-06-18 00:00:00,49.8
2025-06-18 01:00:00,51.6
2025-06-18 02:00:00,46.6
2025-06-18 03:00:00,48.1
2025-06-18 04:00:00,48.4
2025-06-18 05:00:00,50.3
2025-06-18 06:00:00,53.2
2025-06-18 07:00:00,51.2
2025-06-18 08:00:00,51.2
2025-06-18 09:00:00,54.1
2025-06-18 10:00:00,50.9
2025-06-18 11:00:00,49.0
2025-06-18 12:00:00,49.7
2025-06-18 13:00:00,47.9
2025-06-18 14:00:00,49.5
2025-06-18 15:00:00,47.6
2025-06-18 16:00:00,49.4
2025-06-18 17:00:00,51.9
2025-06-18 18:00:00,51.0
2025-06-18 19:00:00,48.7
2025-06-18 20:00:00,53.3
2025-06-18 21:00:00,51.1
2025-06-18 22:00:00,50.3
2025-06-18 23:00:00,48.3
