timestamp,value
2025-06-15 00:00:00,50.1
2025-06-15 01:00:00,50.1
2025-06-15 02:00:00,50.7
2025-06-15 03:00:00,50.8
2025-06-15 04:00:00,47.8
2025-06-15 05:00:00,49.0
2025-06-15 06:00:00,51.4
2025-06-15 07:00:00,49.7
2025-06-15 08:00:00,50.7
2025-06-15 09:00:00,53.0
2025-06-15 10:00:00,49.8
2025-06-15 11:00:00,50.0
2025-06-15 12:00:00,49.4
2025-06-15 13:00:00,47.5
2025-06-15 14:00:00,50.9
2025-06-15 15:00:00,51.3
2025-06-15 16:00:00,51.1
2025-06-15 17:00:00,49.5
2025-06-15 18:00:00,49.6
2025-06-15 19:00:00,50.6
2025-06-15 20:00:00,51.0
2025-06-15 21:00:00,47.9
2025-06-15 22:00:00,50.9
2025-06-15 23:00:00,51.8
