timestamp,value
2025-06-11 00:00:00,46.1
2025-06-11 01:00:00,51.5
2025-06-11 02:00:00,52.3
2025-06-11 03:00:00,51.0
2025-06-11 04:00:00,49.4
2025-06-11 05:00:00,49.2
2025-06-11 06:00:00,51.2
2025-06-11 07:00:00,50.6
2025-06-11 08:00:00,49.8
2025-06-11 09:00:00,51.2
2025-06-11 10:00:00,49.3
2025-06-11 11:00:00,48.7
2025-06-11 12:00:00,51.6
2025-06-11 13:00:00,50.1
2025-06-11 14:00:00,49.9
2025-06-11 15:00:00,49.7
2025-06-11 16:00:00,49.3
2025-06-11 17:00:00,51.9
2025-06-11 18:00:00,50.9
2025-06-11 19:00:00,48.1
2025-06-11 20:00:00,50.2
2025-06-11 21:00:00,50.6
2025-06-11 22:00:00,49.4
2025-06-11 23:00:00,47.6
