timestamp,value
2025-06-26 00:00:00,52.9
2025-06-26 01:00:00,51.7
2025-06-26 02:00:00,48.8
2025-06-26 03:00:00,49.4
2025-06-26 04:00:00,48.8
2025-06-26 05:00:00,52.8
2025-06-26 06:00:00,52.2
2025-06-26 07:00:00,50.6
2025-06-26 08:00:00,52.1
2025-06-26 09:00:00,49.2
2025-06-26 10:00:00,50.8
2025-06-26 11:00:00,51.4
2025-06-26 12:00:00,50.6
2025-06-26 13:00:00,49.3
2025-06-26 14:00:00,50.1
2025-06-26 15:00:00,48.5
2025-06-26 16:00:00,47.0
2025-06-26 17:00:00,49.5
2025-06-26 18:00:00,52.1
2025-06-26 19:00:00,49.3
2025-06-26 20:00:00,52.7
2025-06-26 21:00:00,49.8
2025-06-26 22:00:00,50.7
2025-06-26 23:00:00,51.1
