timestamp,value
2025-06-03 00:00:00,50.7
2025-06-03 01:00:00,51.6
2025-06-03 02:00:00,49.9
2025-06-03 03:00:00,50.4
2025-06-03 04:00:00,48.9
2025-06-03 05:00:00,49.1
2025-06-03 06:00:00,48.7
2025-06-03 07:00:00,53.3
2025-06-03 08:00:00,48.4
2025-06-03 09:00:00,50.2
2025-06-03 10:00:00,48.7
2025-06-03 11:00:00,50.8
2025-06-03 12:00:00,50.6
2025-06-03 13:00:00,49.3
2025-06-03 14:00:00,45.5
2025-06-03 15:00:00,51.1
2025-06-03 16:00:00,49.4
2025-06-03 17:00:00,49.3
2025-06-03 18:00:00,49.8
2025-06-03 19:00:00,50.5
2025-06-03 20:00:00,52.5
2025-06-03 21:00:00,49.3
2025-06-03 22:00:00,49.4
2025-06-03 23:00:00,50.7
