timestamp,value
2025-06-29 00:00:00,50.1
2025-06-29 01:00:00,52.1
2025-06-29 02:00:00,48.7
2025-06-29 03:00:00,49.7
2025-06-29 04:00:00,50.4
2025-06-29 05:00:00,52.5
2025-06-29 06:00:00,48.7
2025-06-29 07:00:00,50.2
2025-06-29 08:00:00,48.5
2025-06-29 09:00:00,49.0
2025-06-29 10:00:00,47.7
2025-06-29 11:00:00,50.8
2025-06-29 12:00:00,49.6
2025-06-29 13:00:00,48.5
2025-06-29 14:00:00,51.8
2025-06-29 15:00:00,51.6
2025-06-29 16:00:00,47.9
2025-06-29 17:00:00,51.3
2025-06-29 18:00:00,49.6
2025-06-29 19:00:00,47.8
2025-06-29 20:00:00,49.6
2025-06-29 21:00:00,48.7
2025-06-29 22:00:00,50.2
2025-06-29 23:00:00,51.8
